level(2),DependencyConflict,0x_contract_wrappers,2.0.0,eth_typing,3.6.5,eth_typing[Unknown]<--web3[web3#5.31.4]<--0x_contract_wrappers[0x_contract_wrappers#2.0.0]<--#eth_typing[eth_typing#3.2.0]<--0x_order_utils[0x_order_utils#4.0.1]<--0x_contract_wrappers[0x_contract_wrappers#2.0.0]<--
level(1),CanNotFind,spotipy,2.23.0,requests,3.4.4,requests[Unknown]<--spotipy[spotipy#2.23.0]<--
level(1),CanNotFind,spotipy,2.23.0,requests,3.3.5,requests[Unknown]<--spotipy[spotipy#2.23.0]<--
level(1),CanNotFind,spreg,1.3.2,scikit_learn,3.4.4,scikit_learn[Unknown]<--spreg[spreg#1.3.2]<--
level(1),CanNotFind,spreg,1.3.2,libpysal,3.3.5,libpysal[Unknown]<--spreg[spreg#1.3.2]<--
level(1),CanNotFind,spreg,1.3.2,libpysal,2.7.2,libpysal[Unknown]<--spreg[spreg#1.3.2]<--
level(2),DependencyConflict,spyder,5.4.3,ipykernel,3.7.2,ipykernel[Unknown]<--spyder_kernels[spyder_kernels#2.4.4]<--spyder[spyder#5.4.3]<--#ipykernel[ipykernel#6.16.2]<--qtconsole[qtconsole#5.4.3]<--spyder[spyder#5.4.3]<--
level(1),CanNotFind,spyder_kernels,2.4.4,ipykernel,3.7.2,ipykernel[Unknown]<--spyder_kernels[spyder_kernels#2.4.4]<--
level(1),CanNotFind,spyder_kernels,2.4.4,ipykernel,3.6.5,ipykernel[Unknown]<--spyder_kernels[spyder_kernels#2.4.4]<--
level(1),CanNotFind,spyder_kernels,2.4.4,ipykernel,3.5.2,ipykernel[Unknown]<--spyder_kernels[spyder_kernels#2.4.4]<--
level(1),CanNotFind,spyder_kernels,2.4.4,ipykernel,3.4.4,ipykernel[Unknown]<--spyder_kernels[spyder_kernels#2.4.4]<--
level(1),CanNotFind,spyder_kernels,2.4.4,ipykernel,3.3.5,ipykernel[Unknown]<--spyder_kernels[spyder_kernels#2.4.4]<--
level(1),CanNotFind,sqlalchemy_continuum,1.4.0,sqlalchemy,3.5.2,sqlalchemy[Unknown]<--sqlalchemy_continuum[sqlalchemy_continuum#1.4.0]<--
level(1),CanNotFind,sqlalchemy_continuum,1.4.0,sqlalchemy,3.4.4,sqlalchemy[Unknown]<--sqlalchemy_continuum[sqlalchemy_continuum#1.4.0]<--
level(1),CanNotFind,sqlalchemy_continuum,1.4.0,sqlalchemy,3.3.5,sqlalchemy[Unknown]<--sqlalchemy_continuum[sqlalchemy_continuum#1.4.0]<--
level(1),CanNotFind,sqlalchemy_firebird,2.0.0,sqlalchemy,3.5.2,sqlalchemy[Unknown]<--sqlalchemy_firebird[sqlalchemy_firebird#2.0.0]<--
level(1),CanNotFind,sqlalchemy_firebird,2.0.0,sqlalchemy,3.4.4,sqlalchemy[Unknown]<--sqlalchemy_firebird[sqlalchemy_firebird#2.0.0]<--
level(1),CanNotFind,sqlalchemy_firebird,2.0.0,sqlalchemy,3.3.5,sqlalchemy[Unknown]<--sqlalchemy_firebird[sqlalchemy_firebird#2.0.0]<--
level(1),CanNotFind,sqlalchemy_mixins,2.0.3,sqlalchemy,3.6.5,sqlalchemy[Unknown]<--sqlalchemy_mixins[sqlalchemy_mixins#2.0.3]<--
level(1),CanNotFind,sqlalchemy_mixins,2.0.3,sqlalchemy,3.5.2,sqlalchemy[Unknown]<--sqlalchemy_mixins[sqlalchemy_mixins#2.0.3]<--
level(1),CanNotFind,sqlalchemy_mixins,2.0.3,sqlalchemy,3.4.4,sqlalchemy[Unknown]<--sqlalchemy_mixins[sqlalchemy_mixins#2.0.3]<--
level(1),CanNotFind,sqlalchemy_mixins,2.0.3,sqlalchemy,3.3.5,sqlalchemy[Unknown]<--sqlalchemy_mixins[sqlalchemy_mixins#2.0.3]<--
level(1),CanNotFind,sqlalchemy_mixins,2.0.3,sqlalchemy,2.7.2,sqlalchemy[Unknown]<--sqlalchemy_mixins[sqlalchemy_mixins#2.0.3]<--
level(1),CanNotFind,sqlalchemy_stubs,0.4,mypy,3.4.4,mypy[Unknown]<--sqlalchemy_stubs[sqlalchemy_stubs#0.4]<--
level(1),CanNotFind,sqlalchemy_stubs,0.4,mypy,3.3.5,mypy[Unknown]<--sqlalchemy_stubs[sqlalchemy_stubs#0.4]<--
level(1),CanNotFind,sqlalchemy_stubs,0.4,mypy,2.7.2,mypy[Unknown]<--sqlalchemy_stubs[sqlalchemy_stubs#0.4]<--
level(2),DependencyConflict,squidpy,1.3.0,numpy,3.10.4,numpy[Unknown]<--numba[numba#0.57.1]<--squidpy[squidpy#1.3.0]<--#numpy[numpy#1.25.1]<--squidpy[squidpy#1.3.0]<--
level(2),DependencyConflict,squidpy,1.3.0,numpy,3.9.2,numpy[Unknown]<--numba[numba#0.57.1]<--squidpy[squidpy#1.3.0]<--#numpy[numpy#1.25.1]<--squidpy[squidpy#1.3.0]<--
level(2),CanNotFind,sshtunnel,0.4.0,cryptography,3.3.5,cryptography[Unknown]<--paramiko[paramiko#2.12.0]<--sshtunnel[sshtunnel#0.4.0]<--
level(2),DependencyConflict,stable_baselines,2.10.2,numpy,3.6.5,numpy[Unknown]<--opencv_python[opencv_python#4.8.0.74]<--stable_baselines[stable_baselines#2.10.2]<--#numpy[numpy#1.19.5]<--stable_baselines[stable_baselines#2.10.2]<--
level(3),DependencyConflict,stac_fastapi.api,2.4.8,pydantic,3.10.4,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--stac_fastapi.api[stac_fastapi.api#2.4.8]<--#pydantic[pydantic#2.0.3]<--stac_fastapi.api[stac_fastapi.api#2.4.8]<--
level(3),DependencyConflict,stac_fastapi.api,2.4.8,pydantic,3.9.2,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--stac_fastapi.api[stac_fastapi.api#2.4.8]<--#pydantic[pydantic#2.0.3]<--stac_fastapi.api[stac_fastapi.api#2.4.8]<--
level(3),DependencyConflict,stac_fastapi.api,2.4.8,pydantic,3.8.2,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--stac_fastapi.api[stac_fastapi.api#2.4.8]<--#pydantic[pydantic#2.0.3]<--stac_fastapi.api[stac_fastapi.api#2.4.8]<--
level(3),DependencyConflict,stac_fastapi.extensions,2.4.8,pydantic,3.10.4,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--stac_fastapi.extensions[stac_fastapi.extensions#2.4.8]<--#pydantic[pydantic#2.0.3]<--stac_fastapi.extensions[stac_fastapi.extensions#2.4.8]<--
level(3),DependencyConflict,stac_fastapi.extensions,2.4.8,pydantic,3.9.2,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--stac_fastapi.extensions[stac_fastapi.extensions#2.4.8]<--#pydantic[pydantic#2.0.3]<--stac_fastapi.extensions[stac_fastapi.extensions#2.4.8]<--
level(3),DependencyConflict,stac_fastapi.extensions,2.4.8,pydantic,3.8.2,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--stac_fastapi.extensions[stac_fastapi.extensions#2.4.8]<--#pydantic[pydantic#2.0.3]<--stac_fastapi.extensions[stac_fastapi.extensions#2.4.8]<--
level(3),DependencyConflict,stac_fastapi.types,2.4.8,pydantic,3.10.4,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--stac_fastapi.types[stac_fastapi.types#2.4.8]<--#pydantic[pydantic#2.0.3]<--stac_fastapi.types[stac_fastapi.types#2.4.8]<--
level(3),DependencyConflict,stac_fastapi.types,2.4.8,pydantic,3.9.2,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--stac_fastapi.types[stac_fastapi.types#2.4.8]<--#pydantic[pydantic#2.0.3]<--stac_fastapi.types[stac_fastapi.types#2.4.8]<--
level(3),DependencyConflict,stac_fastapi.types,2.4.8,pydantic,3.8.2,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--stac_fastapi.types[stac_fastapi.types#2.4.8]<--#pydantic[pydantic#2.0.3]<--stac_fastapi.types[stac_fastapi.types#2.4.8]<--
level(2),DependencyConflict,stac_pydantic,2.0.3,pydantic,3.10.4,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--#pydantic[pydantic#2.0.3]<--stac_pydantic[stac_pydantic#2.0.3]<--
level(2),DependencyConflict,stac_pydantic,2.0.3,pydantic,3.9.2,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--#pydantic[pydantic#2.0.3]<--stac_pydantic[stac_pydantic#2.0.3]<--
level(2),DependencyConflict,stac_pydantic,2.0.3,pydantic,3.8.2,pydantic[Unknown]<--geojson_pydantic[geojson_pydantic#0.6.3]<--stac_pydantic[stac_pydantic#2.0.3]<--#pydantic[pydantic#2.0.3]<--stac_pydantic[stac_pydantic#2.0.3]<--
level(2),DependencyConflict,stardist,0.8.3,numpy,3.10.4,numpy[Unknown]<--numba[numba#0.57.1]<--stardist[stardist#0.8.3]<--#numpy[numpy#1.25.1]<--csbdeep[csbdeep#0.7.3]<--stardist[stardist#0.8.3]<--
level(2),DependencyConflict,stardist,0.8.3,numpy,3.9.2,numpy[Unknown]<--numba[numba#0.57.1]<--stardist[stardist#0.8.3]<--#numpy[numpy#1.25.1]<--csbdeep[csbdeep#0.7.3]<--stardist[stardist#0.8.3]<--
level(2),DependencyConflict,stardist,0.8.3,numpy,3.6.5,numpy[Unknown]<--imageio[imageio#2.16.0]<--stardist[stardist#0.8.3]<--#numpy[numpy#1.19.5]<--csbdeep[csbdeep#0.7.3]<--stardist[stardist#0.8.3]<--
level(1),CanNotFind,starlette_exporter,0.16.0,prometheus_client,3.3.5,prometheus_client[Unknown]<--starlette_exporter[starlette_exporter#0.16.0]<--
level(1),CanNotFind,starrocks,1.0.5,sqlalchemy,3.5.2,sqlalchemy[Unknown]<--starrocks[starrocks#1.0.5]<--
level(1),CanNotFind,starrocks,1.0.5,sqlalchemy,3.4.4,sqlalchemy[Unknown]<--starrocks[starrocks#1.0.5]<--
level(1),CanNotFind,starrocks,1.0.5,sqlalchemy,3.3.5,sqlalchemy[Unknown]<--starrocks[starrocks#1.0.5]<--
level(1),CanNotFind,starrocks,1.0.5,sqlalchemy_utils,2.7.2,sqlalchemy_utils[Unknown]<--starrocks[starrocks#1.0.5]<--
level(2),DependencyConflict,statsforecast,1.5.0,numpy,3.10.4,numpy[Unknown]<--numba[numba#0.57.1]<--statsforecast[statsforecast#1.5.0]<--#numpy[numpy#1.25.1]<--statsforecast[statsforecast#1.5.0]<--
level(2),DependencyConflict,statsforecast,1.5.0,numpy,3.9.2,numpy[Unknown]<--numba[numba#0.57.1]<--statsforecast[statsforecast#1.5.0]<--#numpy[numpy#1.25.1]<--statsforecast[statsforecast#1.5.0]<--
level(2),DependencyConflict,stdatamodels,1.7.1,jsonschema,3.10.4,jsonschema[Unknown]<--asdf[asdf#2.15.0]<--stdatamodels[stdatamodels#1.7.1]<--#jsonschema[jsonschema#4.18.3]<--stdatamodels[stdatamodels#1.7.1]<--
level(2),DependencyConflict,stdatamodels,1.7.1,jsonschema,3.9.2,jsonschema[Unknown]<--asdf[asdf#2.15.0]<--stdatamodels[stdatamodels#1.7.1]<--#jsonschema[jsonschema#4.18.3]<--stdatamodels[stdatamodels#1.7.1]<--
level(1),CanNotFind,stheno,1.4.1,plum_dispatch,3.6.5,plum_dispatch[Unknown]<--stheno[stheno#1.4.1]<--
level(2),DependencyConflict,stix2_validator,3.1.3,attrs,3.10.4,attrs[Unknown]<--jsonschema[jsonschema#4.18.3]<--stix2_validator[stix2_validator#3.1.3]<--#attrs[attrs#21.4.0]<--stix2_validator[stix2_validator#3.1.3]<--
level(2),DependencyConflict,stix2_validator,3.1.3,attrs,3.9.2,attrs[Unknown]<--jsonschema[jsonschema#4.18.3]<--stix2_validator[stix2_validator#3.1.3]<--#attrs[attrs#21.4.0]<--stix2_validator[stix2_validator#3.1.3]<--
level(2),DependencyConflict,stix2_validator,3.1.3,attrs,3.8.2,attrs[Unknown]<--jsonschema[jsonschema#4.18.3]<--stix2_validator[stix2_validator#3.1.3]<--#attrs[attrs#21.4.0]<--stix2_validator[stix2_validator#3.1.3]<--
level(1),CanNotFind,stix2_validator,3.1.3,jsonschema,3.6.5,jsonschema[Unknown]<--stix2_validator[stix2_validator#3.1.3]<--
level(1),CanNotFind,stix2_validator,3.1.3,jsonschema,3.5.2,jsonschema[Unknown]<--stix2_validator[stix2_validator#3.1.3]<--
level(1),CanNotFind,stix2_validator,3.1.3,attrs,3.4.4,attrs[Unknown]<--stix2_validator[stix2_validator#3.1.3]<--
level(1),CanNotFind,stix2_validator,3.1.3,attrs,3.3.5,attrs[Unknown]<--stix2_validator[stix2_validator#3.1.3]<--
level(1),CanNotFind,stix2_validator,3.1.3,jsonschema,2.7.2,jsonschema[Unknown]<--stix2_validator[stix2_validator#3.1.3]<--
level(1),CanNotFind,stockstats,0.6.0,pandas,3.4.4,pandas[Unknown]<--stockstats[stockstats#0.6.0]<--
level(1),CanNotFind,stockstats,0.6.0,numpy,3.3.5,numpy[Unknown]<--stockstats[stockstats#0.6.0]<--
level(2),DependencyConflict,strawberryfields,0.23.0,numpy,3.10.4,numpy[Unknown]<--numba[numba#0.57.1]<--strawberryfields[strawberryfields#0.23.0]<--#numpy[numpy#1.25.1]<--strawberryfields[strawberryfields#0.23.0]<--
level(2),DependencyConflict,strawberryfields,0.23.0,numpy,3.9.2,numpy[Unknown]<--numba[numba#0.57.1]<--strawberryfields[strawberryfields#0.23.0]<--#numpy[numpy#1.25.1]<--strawberryfields[strawberryfields#0.23.0]<--
level(1),CanNotFind,strawberryfields,0.23.0,numpy,3.4.4,numpy[Unknown]<--strawberryfields[strawberryfields#0.23.0]<--
level(1),CanNotFind,strawberryfields,0.23.0,numpy,3.3.5,numpy[Unknown]<--strawberryfields[strawberryfields#0.23.0]<--
level(1),CanNotFind,strawberryfields,0.23.0,numpy,2.7.2,numpy[Unknown]<--strawberryfields[strawberryfields#0.23.0]<--
level(2),DependencyConflict,streamlit_drawable_canvas,0.9.3,pillow,3.10.4,pillow[Unknown]<--streamlit[streamlit#1.24.1]<--streamlit_drawable_canvas[streamlit_drawable_canvas#0.9.3]<--#pillow[pillow#10.0.0]<--streamlit_drawable_canvas[streamlit_drawable_canvas#0.9.3]<--
level(2),DependencyConflict,streamlit_drawable_canvas,0.9.3,pillow,3.9.2,pillow[Unknown]<--streamlit[streamlit#1.24.1]<--streamlit_drawable_canvas[streamlit_drawable_canvas#0.9.3]<--#pillow[pillow#10.0.0]<--streamlit_drawable_canvas[streamlit_drawable_canvas#0.9.3]<--
level(2),DependencyConflict,streamlit_drawable_canvas,0.9.3,pillow,3.8.2,pillow[Unknown]<--streamlit[streamlit#1.24.1]<--streamlit_drawable_canvas[streamlit_drawable_canvas#0.9.3]<--#pillow[pillow#10.0.0]<--streamlit_drawable_canvas[streamlit_drawable_canvas#0.9.3]<--
level(2),DependencyConflict,stups_senza,2.1.143,urllib3,3.10.4,urllib3[Unknown]<--botocore[botocore#1.31.3]<--stups_senza[stups_senza#2.1.143]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--stups_senza[stups_senza#2.1.143]<--
level(2),DependencyConflict,stups_senza,2.1.143,urllib3,3.9.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--stups_senza[stups_senza#2.1.143]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--stups_senza[stups_senza#2.1.143]<--
level(2),DependencyConflict,stups_senza,2.1.143,urllib3,3.8.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--stups_senza[stups_senza#2.1.143]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--stups_senza[stups_senza#2.1.143]<--
level(2),DependencyConflict,stups_senza,2.1.143,urllib3,3.7.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--stups_senza[stups_senza#2.1.143]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--stups_senza[stups_senza#2.1.143]<--
level(1),CanNotFind,stups_senza,2.1.143,pytest,3.3.5,pytest[Unknown]<--stups_senza[stups_senza#2.1.143]<--
level(2),DependencyConflict,suitable,0.17.3,ansible_core,3.10.4,ansible_core[Unknown]<--ansible[ansible#8.1.0]<--suitable[suitable#0.17.3]<--#ansible_core[ansible_core#2.13.10]<--suitable[suitable#0.17.3]<--
level(2),DependencyConflict,suitable,0.17.3,ansible_core,3.9.2,ansible_core[Unknown]<--ansible[ansible#8.1.0]<--suitable[suitable#0.17.3]<--#ansible_core[ansible_core#2.13.10]<--suitable[suitable#0.17.3]<--
level(1),CanNotFind,systemds,3.1.0,pandas,3.6.5,pandas[Unknown]<--systemds[systemds#3.1.0]<--
level(4),DependencyConflict,t5,0.9.4,jax,3.7.2,jax[Unknown]<--flax[flax#0.7.0]<--clu[clu#0.0.9]<--seqio_nightly[seqio_nightly#0.0.15.dev20230705]<--t5[t5#0.9.4]<--#jax[jax#0.3.25]<--seqio_nightly[seqio_nightly#0.0.15.dev20230705]<--t5[t5#0.9.4]<--
level(1),CanNotFind,t5,0.9.4,rouge_score,3.6.5,rouge_score[Unknown]<--t5[t5#0.9.4]<--
level(1),CanNotFind,t5,0.9.4,rouge_score,3.5.2,rouge_score[Unknown]<--t5[t5#0.9.4]<--
level(1),CanNotFind,t5,0.9.4,immutabledict,3.4.4,immutabledict[Unknown]<--t5[t5#0.9.4]<--
level(1),CanNotFind,t5,0.9.4,immutabledict,3.3.5,immutabledict[Unknown]<--t5[t5#0.9.4]<--
level(1),CanNotFind,t5,0.9.4,immutabledict,2.7.2,immutabledict[Unknown]<--t5[t5#0.9.4]<--
level(1),CanNotFind,tabgan,1.3.2,scikit_learn,3.6.5,scikit_learn[Unknown]<--tabgan[tabgan#1.3.2]<--
level(1),CanNotFind,tabgan,1.3.2,scikit_learn,3.5.2,scikit_learn[Unknown]<--tabgan[tabgan#1.3.2]<--
level(4),DependencyConflict,tableschema_sql,1.3.2,urllib3,3.10.4,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--tableschema_sql[tableschema_sql#1.3.2]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tabulator[tabulator#1.53.5]<--tableschema_sql[tableschema_sql#1.3.2]<--
level(4),DependencyConflict,tableschema_sql,1.3.2,urllib3,3.9.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--tableschema_sql[tableschema_sql#1.3.2]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tabulator[tabulator#1.53.5]<--tableschema_sql[tableschema_sql#1.3.2]<--
level(4),DependencyConflict,tableschema_sql,1.3.2,urllib3,3.8.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--tableschema_sql[tableschema_sql#1.3.2]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tabulator[tabulator#1.53.5]<--tableschema_sql[tableschema_sql#1.3.2]<--
level(4),DependencyConflict,tableschema_sql,1.3.2,urllib3,3.7.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--tableschema_sql[tableschema_sql#1.3.2]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tabulator[tabulator#1.53.5]<--tableschema_sql[tableschema_sql#1.3.2]<--
level(2),CanNotFind,tableschema_sql,1.3.2,openpyxl,3.4.4,openpyxl[Unknown]<--tabulator[tabulator#1.53.5]<--tableschema_sql[tableschema_sql#1.3.2]<--
level(2),CanNotFind,tableschema_sql,1.3.2,openpyxl,3.3.5,openpyxl[Unknown]<--tabulator[tabulator#1.53.5]<--tableschema_sql[tableschema_sql#1.3.2]<--
level(3),DependencyConflict,tabulator,1.53.5,urllib3,3.10.4,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tabulator[tabulator#1.53.5]<--
level(3),DependencyConflict,tabulator,1.53.5,urllib3,3.9.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tabulator[tabulator#1.53.5]<--
level(3),DependencyConflict,tabulator,1.53.5,urllib3,3.8.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tabulator[tabulator#1.53.5]<--
level(3),DependencyConflict,tabulator,1.53.5,urllib3,3.7.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--boto3[boto3#1.28.3]<--tabulator[tabulator#1.53.5]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tabulator[tabulator#1.53.5]<--
level(1),CanNotFind,tabulator,1.53.5,openpyxl,3.4.4,openpyxl[Unknown]<--tabulator[tabulator#1.53.5]<--
level(1),CanNotFind,tabulator,1.53.5,openpyxl,3.3.5,openpyxl[Unknown]<--tabulator[tabulator#1.53.5]<--
level(2),DependencyConflict,taxcalc,3.4.1,numpy,3.10.4,numpy[Unknown]<--numba[numba#0.57.1]<--taxcalc[taxcalc#3.4.1]<--#numpy[numpy#1.25.1]<--taxcalc[taxcalc#3.4.1]<--
level(2),DependencyConflict,taxcalc,3.4.1,numpy,3.9.2,numpy[Unknown]<--numba[numba#0.57.1]<--taxcalc[taxcalc#3.4.1]<--#numpy[numpy#1.25.1]<--taxcalc[taxcalc#3.4.1]<--
level(1),CanNotFind,tbats,1.1.3,pmdarima,3.4.4,pmdarima[Unknown]<--tbats[tbats#1.1.3]<--
level(1),CanNotFind,tbats,1.1.3,pmdarima,3.3.5,pmdarima[Unknown]<--tbats[tbats#1.1.3]<--
level(1),CanNotFind,tbats,1.1.3,pmdarima,2.7.2,pmdarima[Unknown]<--tbats[tbats#1.1.3]<--
level(2),DependencyConflict,tbomb,2.1.2,idna,3.5.2,idna[Unknown]<--requests[requests#2.25.1]<--tbomb[tbomb#2.1.2]<--#idna[idna#3.4]<--tbomb[tbomb#2.1.2]<--
level(1),CanNotFind,tencentcloud_sdk_python,3.0.936,requests,3.5.2,requests[Unknown]<--tencentcloud_sdk_python[tencentcloud_sdk_python#3.0.936]<--
level(1),CanNotFind,tencentcloud_sdk_python,3.0.936,requests,3.4.4,requests[Unknown]<--tencentcloud_sdk_python[tencentcloud_sdk_python#3.0.936]<--
level(1),CanNotFind,tencentcloud_sdk_python,3.0.936,requests,3.3.5,requests[Unknown]<--tencentcloud_sdk_python[tencentcloud_sdk_python#3.0.936]<--
level(3),DependencyConflict,tensor2tensor_test,800.0.1,urllib3,3.10.4,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--google_api_python_client[google_api_python_client#2.93.0]<--tensor2tensor_test[tensor2tensor_test#800.0.1]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tensor2tensor_test[tensor2tensor_test#800.0.1]<--
level(3),DependencyConflict,tensor2tensor_test,800.0.1,urllib3,3.9.2,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--google_api_python_client[google_api_python_client#2.93.0]<--tensor2tensor_test[tensor2tensor_test#800.0.1]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tensor2tensor_test[tensor2tensor_test#800.0.1]<--
level(3),DependencyConflict,tensor2tensor_test,800.0.1,urllib3,3.8.2,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--google_api_python_client[google_api_python_client#2.93.0]<--tensor2tensor_test[tensor2tensor_test#800.0.1]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tensor2tensor_test[tensor2tensor_test#800.0.1]<--
level(3),DependencyConflict,tensor2tensor_test,800.0.1,urllib3,3.7.2,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--google_api_python_client[google_api_python_client#2.93.0]<--tensor2tensor_test[tensor2tensor_test#800.0.1]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tensor2tensor_test[tensor2tensor_test#800.0.1]<--
level(1),CanNotFind,tensorboard_plugin_profile,2.13.0,setuptools,3.3.5,setuptools[Unknown]<--tensorboard_plugin_profile[tensorboard_plugin_profile#2.13.0]<--
level(1),CanNotFind,tensorboardx,2.6.1,protobuf,3.6.5,protobuf[Unknown]<--tensorboardx[tensorboardx#2.6.1]<--
level(1),CanNotFind,tensorboardx,2.6.1,protobuf,3.5.2,protobuf[Unknown]<--tensorboardx[tensorboardx#2.6.1]<--
level(1),CanNotFind,tensorboardx,2.6.1,protobuf,3.4.4,protobuf[Unknown]<--tensorboardx[tensorboardx#2.6.1]<--
level(1),CanNotFind,tensorboardx,2.6.1,protobuf,3.3.5,protobuf[Unknown]<--tensorboardx[tensorboardx#2.6.1]<--
level(1),CanNotFind,tensorboardx,2.6.1,protobuf,2.7.2,protobuf[Unknown]<--tensorboardx[tensorboardx#2.6.1]<--
level(2),DependencyConflict,tensorflow_federated,0.60.0,grpcio,3.10.4,grpcio[Unknown]<--google_vizier[google_vizier#0.1.4]<--tensorflow_federated[tensorflow_federated#0.60.0]<--#grpcio[grpcio#1.56.0]<--tensorflow_federated[tensorflow_federated#0.60.0]<--
level(2),DependencyConflict,tensorflow_federated,0.60.0,grpcio,3.9.2,grpcio[Unknown]<--google_vizier[google_vizier#0.1.4]<--tensorflow_federated[tensorflow_federated#0.60.0]<--#grpcio[grpcio#1.56.0]<--tensorflow_federated[tensorflow_federated#0.60.0]<--
level(2),DependencyConflict,tensorflow_graphics,2021.12.3,numpy,3.10.4,numpy[Unknown]<--tensorflow[tensorflow#2.13.0]<--tensorflow_graphics[tensorflow_graphics#2021.12.3]<--#numpy[numpy#1.25.1]<--tensorflow_graphics[tensorflow_graphics#2021.12.3]<--
level(2),DependencyConflict,tensorflow_graphics,2021.12.3,numpy,3.9.2,numpy[Unknown]<--tensorflow[tensorflow#2.13.0]<--tensorflow_graphics[tensorflow_graphics#2021.12.3]<--#numpy[numpy#1.25.1]<--tensorflow_graphics[tensorflow_graphics#2021.12.3]<--
level(2),DependencyConflict,tensorflow_graphics,2021.12.3,numpy,3.8.2,numpy[Unknown]<--tensorflow[tensorflow#2.13.0]<--tensorflow_graphics[tensorflow_graphics#2021.12.3]<--#numpy[numpy#1.24.4]<--tensorflow_graphics[tensorflow_graphics#2021.12.3]<--
level(4),DependencyConflict,tensorflow_graphics,2021.12.3,urllib3,3.7.2,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--tensorboard[tensorboard#2.11.2]<--tensorflow[tensorflow#2.11.1]<--tensorflow_graphics[tensorflow_graphics#2021.12.3]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--tensorflow_datasets[tensorflow_datasets#4.8.2]<--tensorflow_graphics[tensorflow_graphics#2021.12.3]<--
